sku,desc,wholesale_cost,dims_cm
"TOY5534","Toy Crayons",2.11,19.1|6.8|2.8
"PET5558","Wet Cat Food, Duck & Duck",0.98,4.1|3.1|2.6
"PET5559","Dry Senior Cat Food, Beef & Beef",0.97,15.7|1.9|1.2
"PET5566","Wet Cat Food, Salmon & Salmon",1.07,11.7|6.1|3.5
"PET5567","Wet Senior Cat Food, Chicken & Chicken",1.03,13.6|8.0|3.3
"TOY5568","Lego Doll",14.45,11.6|11.3|2.9
"TOY5578","Lego Ball",3.49,13.5|12.3|7.2
"TOY5584","Disney Hebrew Blocks",10.45,7.9|3.5|0.8
"PET5591","Vegan Cat Food, Salmon & Salmon",1.39,17.1|15.1|7.6
"PET5595","Vegan Cat Food, Duck & Duck",1.62,16.0|11.5|0.3
"DLI5600","Broccoli Latke",1.16,19.1|14.6|6.6
"TOY5603","Transformers Blocks",4.94,5.2|2.5|1.5
"PET5610","Dry Senior Cat Food, Shrimp & Shrimp",0.97,17.8|4.9|3.4
"PET5616","Vegan Adult Cat Food, Shrimp & Shrimp",1.52,18.5|5.6|0.2
"PET5618","Vegan Senior Cat Food, Tuna & Tuna",1.59,16.4|11.7|9.7
"PET5623","Dry Adult Cat Food, Beef & Beef",1.06,16.4|15.8|0.8
"PET5637","Gluten-free Cat Food, Shrimp & Shrimp",1.52,17.3|7.5|0.5
"TOY5640","Manual Toy Soldier",10.46,19.4|16.0|10.6
"PET5670","Vegan Adult Cat Food, Duck & Duck",1.73,11.9|10.1|7.8
"TOY5699","Vintage Blocks",6.29,10.9|2.9|2.2
"BKY5717","Caraway Bagel",1.03,11.3|2.3|1.6
"PET5719","Wet Senior Cat Food, Chicken & Chicken",1.13,11.2|9.4|8.4
"PET5727","Dry Senior Cat Food, Chicken & Chicken",0.82,19.8|15.0|3.7
"TOY5728","Tonka Dreidel",2.56,14.8|12.5|3.3
"TOY5745","Marvel Silly Bandz",4.12,19.1|17.8|16.3
"PET5751","Wet Adult Cat Food, Shrimp & Shrimp",1.16,19.2|18.6|9.6
"BKY5758","Raspberry Rugelach",1.01,13.2|11.8|8.2
"PET5759","Gluten-free Cat Food, Shrimp & Shrimp",1.45,18.3|11.6|7.4
"TOY5767","Ultra Slinky",2.90,16.2|6.5|4.2
"TOY5782","Tonka Blocks",4.52,8.7|5.5|2.4
"PET5792","Vegan Senior Cat Food, Turkey & Turkey",1.54,19.9|12.5|1.8
"PET5795","Dry Senior Cat Food, Beef & Beef",1.12,17.3|10.3|3.9
"TOY5805","Star Wars Hebrew Blocks",6.43,17.9|11.2|7.0
"TOY5810","Vintage Airplane",14.22,13.0|9.9|0.2
"PET5811","Wet Adult Cat Food, Duck & Duck",0.90,13.4|7.5|2.0
"COL5848","Noah's Jersey (red)",10.99,9.5|5.2|4.8
"PET5855","Dry Senior Cat Food, Pumpkin & Pumpkin",1.04,14.5|7.3|4.9
"TOY5864","Ultra Ball",2.87,13.3|6.6|3.1
"PET5868","Vegan Adult Cat Food, Duck & Duck",1.49,17.1|16.6|3.6
"TOY5873","Automatic Airplane",10.65,12.3|8.8|8.7
"PET5874","Wet Senior Cat Food, Tuna & Tuna",1.11,18.3|9.5|6.8
"DLI5878","Kasha Blintz",1.04,7.3|4.1|1.8
"PET5883","Dry Cat Food, Chicken & Chicken",1.14,18.0|3.1|2.1
"PET5884","Dry Cat Food, Salmon & Salmon",1.05,16.1|16.1|9.7
"PET5891","Wet Cat Food, Salmon & Salmon",1.04,18.9|12.2|3.0
"PET5897","Dry Cat Food, Beef & Beef",0.99,14.7|8.9|0.5
"PET5924","Gluten-free Cat Food, Beef & Beef",1.34,8.7|6.9|4.8
"TOY5924","Tonka Hebrew Blocks",2.87,17.9|12.0|2.4
"PET5926","Gluten-free Cat Food, Turkey & Turkey",1.74,18.9|18.0|1.1
"PET5942","Vegan Senior Cat Food, Pumpkin & Pumpkin",1.55,19.9|12.2|2.5
"TOY5962","Mini Crayons",2.88,17.0|10.2|4.9
"TOY5979","Jigsaw Puzzle (Moses and the Burning Bush)",1.55,16.8|10.9|10.4
"DLI5990","Salted Salmon Sandwich",1.02,10.1|8.1|3.0
"PET5996","Wet Senior Cat Food, Pumpkin & Pumpkin",0.92,18.1|4.4|4.0
"PET5998","Gluten-free Senior Cat Food, Duck & Duck",1.55,7.6|4.0|2.1
"PET6003","Vegan Cat Food, Beef & Beef",1.40,19.6|9.0|0.2
"TOY6025","Power Dreidel",3.17,15.2|5.0|1.9
"PET6032","Wet Adult Cat Food, Shrimp & Shrimp",1.09,18.0|14.2|7.3
"TOY6034","Mechanical Blocks",3.84,15.1|12.7|0.8
"COL6049","Noah's Lunchbox (orange)",9.87,9.3|7.6|1.5
"TOY6059","Mechanical Airplane",14.67,4.6|3.4|1.9
"PET6087","Wet Cat Food, Shrimp & Shrimp",0.96,13.4|7.1|5.4
"TOY6099","Disney Toy Soldier",30.93,19.3|8.4|4.0
"DLI6109","Salted Egg Sandwich",1.06,7.2|4.4|3.8
"TOY6110","Toy Fidget Toy",0.76,17.3|8.1|2.2
"TOY6121","Tonka Ball",3.44,15.7|5.1|1.0
"PET6122","Wet Adult Cat Food, Tuna & Tuna",0.99,18.0|11.7|5.6
"PET6132","Vegan Adult Cat Food, Beef & Beef",1.70,18.8|16.9|13.4
"TOY6144","Manual Dreidel",2.81,17.6|15.3|5.5
"PET6150","Dry Senior Cat Food, Beef & Beef",0.90,16.0|9.9|9.9
"PET6158","Wet Senior Cat Food, Duck & Duck",0.89,12.4|11.7|6.4
"DLI6168","Salted Cucumber Salad",1.03,19.2|12.3|1.6
"PET6174","Dry Adult Cat Food, Duck & Duck",1.07,12.6|9.7|3.4
"PET6175","Wet Adult Cat Food, Pumpkin & Pumpkin",1.21,13.1|9.6|3.7
"PET6192","Gluten-free Adult Cat Food, Chicken & Chicken",1.55,13.4|8.0|4.5
"DLI6192","Salted Cabbage Sandwich",1.13,4.0|1.6|1.5
"TOY6192","Noah's Board Game",16.03,17.8|11.8|7.9
"PET6197","Wet Senior Cat Food, Shrimp & Shrimp",0.95,18.1|15.9|10.4
"PET6220","Vegan Adult Cat Food, Duck & Duck",1.55,18.0|14.0|13.6
"TOY6225","Mini Silly Bandz",2.96,13.8|13.6|7.2
"PET6236","Wet Cat Food, Duck & Duck",0.79,10.0|6.6|2.2
"PET6255","Dry Cat Food, Tuna & Tuna",1.05,9.7|9.5|7.9
"PET6262","Vegan Cat Food, Chicken & Chicken",1.69,16.7|12.5|9.2
"PET6282","Wet Adult Cat Food, Pumpkin & Pumpkin",0.93,20.0|7.8|1.0
"TOY6295","Handmade Crayons",6.27,10.4|5.2|0.6
"PET6314","Wet Adult Cat Food, Salmon & Salmon",0.87,18.8|12.0|9.2
"TOY6315","Star Wars Airplane",25.27,9.0|3.6|2.7
"PET6320","Dry Cat Food, Turkey & Turkey",1.01,16.2|13.5|5.8
"PET6321","Gluten-free Adult Cat Food, Chicken & Chicken",1.43,18.8|17.3|7.1
"COL6332","Noah's Action Figure (magenta)",14.52,19.9|18.4|16.8
"PET6351","Dry Senior Cat Food, Duck & Duck",1.18,7.7|0.9|0.4
"TOY6374","Jigsaw Puzzle (Parting the Red Sea)",1.56,11.8|1.2|0.6
"BKY6379","Caraway Puff",0.88,14.5|6.3|4.7
"PET6380","Wet Cat Food, Beef & Beef",1.09,19.6|16.6|12.3
"COL6388","Noah's Gift Box (magenta)",3.28,19.0|9.5|2.2
"PET6404","Vegan Senior Cat Food, Turkey & Turkey",1.52,10.9|3.9|2.0
"PET6409","Vegan Cat Food, Pumpkin & Pumpkin",1.50,10.3|7.1|5.8
"PET6420","Wet Senior Cat Food, Chicken & Chicken",0.94,18.6|9.4|4.8
"PET6423","Vegan Cat Food, Salmon & Salmon",1.70,13.8|12.5|8.7
"PET6429","Wet Adult Cat Food, Chicken & Chicken",1.07,6.2|5.5|2.3
"PET6444","Wet Adult Cat Food, Duck & Duck",0.98,13.0|8.2|5.9
"PET6445","Gluten-free Cat Food, Tuna & Tuna",1.36,2.2|1.4|0.8
"PET6448","Gluten-free Senior Cat Food, Shrimp & Shrimp",1.41,16.9|16.8|7.6
"PET6457","Wet Senior Cat Food, Shrimp & Shrimp",1.03,18.7|17.4|12.8
"PET6459","Wet Cat Food, Salmon & Salmon",1.00,11.7|10.0|4.2
"COL6461","Noah's Jersey (white)",9.36,18.8|3.8|1.3
"PET6469","Vegan Cat Food, Pumpkin & Pumpkin",1.35,11.2|10.3|10.0
"TOY6469","Transformers Toy Soldier",12.13,15.1|2.8|0.0
"PET6476","Gluten-free Cat Food, Shrimp & Shrimp",1.71,15.3|4.5|4.0
"TOY6482","Power Silly Bandz",3.14,17.2|13.9|1.3
"PET6495","Dry Cat Food, Duck & Duck",1.12,17.2|13.4|5.2
"PET6499","Dry Adult Cat Food, Duck & Duck",1.02,15.8|7.9|0.1
"PET6509","Dry Adult Cat Food, Chicken & Chicken",0.98,18.1|16.4|7.3
"PET6513","Vegan Adult Cat Food, Pumpkin & Pumpkin",1.65,14.8|13.5|4.1
"PET6522","Vegan Adult Cat Food, Beef & Beef",1.58,6.7|3.3|0.2
"COL6537","Noah's Poster (purple)",3.51,4.0|2.0|1.3
"PET6550","Wet Senior Cat Food, Tuna & Tuna",1.24,12.4|4.1|3.9
"DLI6554","Smoked Herring Sandwich",1.02,13.0|13.0|8.6
"TOY6557","Electric Yoyo",5.86,13.5|11.0|9.9
"PET6560","Wet Senior Cat Food, Pumpkin & Pumpkin",0.76,14.2|7.9|3.6
"TOY6565","Tonka Doll",9.86,16.3|9.6|5.6
"PET6585","Gluten-free Cat Food, Pumpkin & Pumpkin",1.49,11.0|7.8|0.4
"PET6595","Dry Senior Cat Food, Duck & Duck",1.05,8.5|8.4|3.8
"TOY6599","Mega Silly Bandz",2.91,12.9|12.5|6.5
"PET6603","Adult Guinea Pig Food",0.50,16.5|6.7|0.5
"BKY6606","Sesame Bialy",0.97,19.0|9.3|6.6
"PET6617","Dry Adult Cat Food, Beef & Beef",0.98,14.2|9.7|1.9
"PET6619","Gluten-free Adult Cat Food, Shrimp & Shrimp",1.42,18.4|13.8|1.9
"TOY6620","Star Wars Fidget Toy",2.13,14.8|7.8|4.9
"PET6626","Gluten-free Adult Cat Food, Shrimp & Shrimp",1.54,16.6|15.8|7.3
"PET6633","Gluten-free Senior Cat Food, Tuna & Tuna",1.22,8.6|4.8|1.7
"PET6634","Gluten-free Senior Cat Food, Turkey & Turkey",1.68,15.0|8.7|4.1
"PET6646","Vegan Cat Food, Beef & Beef",1.38,15.0|7.4|4.9
"PET6661","Vegan Adult Cat Food, Duck & Duck",1.68,14.0|12.5|6.0
"PET6668","Wet Senior Cat Food, Salmon & Salmon",1.11,16.4|11.0|2.1
"TOY6686","Transformers Airplane",12.84,15.3|14.4|2.7
"PET6706","Gluten-free Adult Cat Food, Pumpkin & Pumpkin",1.26,13.7|4.8|1.0
"PET6708","Wet Cat Food, Shrimp & Shrimp",0.87,13.2|7.5|0.2
"TOY6713","Vintage Dreidel",5.00,17.2|11.6|4.4
"BKY6734","Poppyseed Hamentash",0.96,20.0|14.1|13.3
"PET6740","Wet Senior Cat Food, Duck & Duck",0.96,16.5|12.3|8.4
"PET6747","Vegan Senior Cat Food, Duck & Duck",1.85,8.9|7.8|4.9
"TOY6750","Tonka Train",10.88,19.2|13.0|0.3
"PET6752","Wet Adult Cat Food, Salmon & Salmon",1.07,13.3|8.6|3.5
"PET6769","Wet Senior Cat Food, Beef & Beef",0.97,19.7|7.7|2.0
"PET6771","Vegan Senior Cat Food, Turkey & Turkey",1.54,7.7|6.4|5.2
"PET6775","Gluten-free Adult Cat Food, Beef & Beef",1.43,10.2|7.4|4.0
"PET6778","Gluten-free Senior Cat Food, Turkey & Turkey",1.24,16.4|12.6|2.4
"PET6782","Adult Hamster Food",0.40,5.3|2.3|0.6
"PET6784","Vegan Adult Cat Food, Beef & Beef",1.48,18.3|8.1|1.9
"PET6786","Wet Cat Food, Salmon & Salmon",1.16,9.2|9.2|7.6
"PET6794","Senior Hamster Food",0.35,8.5|5.2|1.8
"PET6796","Vegan Senior Cat Food, Duck & Duck",1.74,16.1|14.5|2.5
"TOY6806","Handmade Silly Bandz",5.15,18.9|18.7|4.6
"DLI6820","Salted Cucumber Sandwich",0.97,15.8|4.4|0.5
"PET6823","Wet Cat Food, Duck & Duck",0.96,9.9|5.6|2.6
"PET6824","Adult Bird Food",0.77,17.9|8.9|7.7
"PET6834","Wet Cat Food, Beef & Beef",0.93,19.1|18.1|2.4
"PET6838","Vegan Cat Food, Turkey & Turkey",1.38,19.2|17.3|8.3
"PET6853","Gluten-free Adult Cat Food, Duck & Duck",1.65,17.9|9.6|1.9
"COL6858","Noah's Jersey (blue)",10.60,16.0|6.6|4.0
"TOY6881","Automatic Slinky",2.75,11.3|2.5|0.6
"TOY6887","Noah's Toy Soldier",9.44,16.5|12.5|2.6
"TOY6890","Manual Airplane",11.38,16.3|5.0|2.2
"PET6892","Gluten-free Cat Food, Turkey & Turkey",1.23,13.4|4.7|0.6
"PET6904","Gluten-free Cat Food, Salmon & Salmon",1.48,13.3|6.0|0.7
"TOY6913","Manual Stickers",1.05,13.5|8.8|4.1
"PET6940","Wet Cat Food, Beef & Beef",1.24,18.3|16.8|6.2
"DLI6940","Salted Cabbage Salad",0.93,19.7|14.6|7.0
"PET6941","Wet Cat Food, Tuna & Tuna",0.98,17.1|3.7|0.7
"PET6955","Gluten-free Cat Food, Chicken & Chicken",1.61,8.0|5.3|4.7
"PET6966","Vegan Senior Cat Food, Turkey & Turkey",1.76,15.0|5.3|0.5
"PET6973","Wet Senior Cat Food, Tuna & Tuna",1.13,15.6|9.9|0.1
"TOY6977","Super Doll",9.56,13.7|12.6|7.8
"PET6983","Wet Adult Cat Food, Duck & Duck",1.16,18.6|8.5|6.7
"PET6986","Dry Cat Food, Salmon & Salmon",1.21,13.5|5.3|3.5
"PET7017","Wet Cat Food, Pumpkin & Pumpkin",1.04,17.2|13.7|11.2
"PET7018","Wet Senior Cat Food, Beef & Beef",0.94,15.7|5.9|0.4
"TOY7025","Lego Slinky",3.27,19.2|6.0|2.8
"COL7036","Noah's Gift Box (red)",3.04,18.5|15.7|6.3
"PET7038","Vegan Adult Cat Food, Tuna & Tuna",1.60,16.5|4.9|2.0
"DLI7039","Dilled Egg Salad",0.99,19.0|18.6|11.6
"PET7051","Wet Senior Cat Food, Duck & Duck",0.83,13.9|13.3|9.0
"COL7063","Noah's Poster (azure)",4.11,17.8|15.2|1.9
"PET7071","Wet Cat Food, Salmon & Salmon",1.04,6.0|5.4|4.6
"BKY7075","Poppyseed Babka",1.12,14.4|4.5|1.2
"PET7076","Dry Senior Cat Food, Turkey & Turkey",0.96,8.7|7.7|2.7
"PET7082","Wet Cat Food, Turkey & Turkey",1.17,14.4|7.6|6.6
"PET7091","Senior Bird Food",0.70,19.2|14.5|12.1
"PET7099","Wet Senior Cat Food, Beef & Beef",0.95,16.7|9.5|5.8
"PET7101","Dry Senior Cat Food, Turkey & Turkey",1.03,11.3|9.1|1.1
"PET7106","Adult Lizard Food",0.99,16.2|14.6|7.0
"PET7115","Vegan Cat Food, Pumpkin & Pumpkin",1.54,18.8|11.8|1.8
"PET7116","Vegan Cat Food, Tuna & Tuna",1.74,15.8|6.4|5.1
"TOY7121","Toy Toy Soldier",7.21,19.7|19.0|15.8
"PET7138","Dry Cat Food, Tuna & Tuna",0.95,17.7|14.7|7.0
"PET7140","Vegan Cat Food, Tuna & Tuna",1.65,8.4|5.4|2.4
"PET7145","Wet Cat Food, Turkey & Turkey",1.06,18.0|9.3|9.1
"PET7146","Vegan Senior Cat Food, Salmon & Salmon",1.40,16.3|9.0|2.9
"TOY7147","Noah's Doll",9.73,5.0|1.9|1.3
"PET7149","Wet Cat Food, Beef & Beef",1.00,15.3|12.7|9.7
"PET7166","Vegan Senior Cat Food, Duck & Duck",1.21,13.5|4.8|0.6
"DLI7179","Smoked Salmon Sandwich",0.99,17.8|16.0|13.5
"PET7186","Gluten-free Senior Cat Food, Beef & Beef",1.51,17.9|11.9|0.1
"PET7187","Ferret",0.53,9.9|7.7|3.2
"PET7193","Gluten-free Senior Cat Food, Beef & Beef",1.67,13.0|10.4|9.6
"PET7204","Wet Senior Cat Food, Turkey & Turkey",1.04,19.9|8.8|0.5
"TOY7208","Electric Airplane",12.70,9.7|8.3|6.4
"PET7212","Dry Adult Cat Food, Salmon & Salmon",0.96,10.2|7.8|0.4
"PET7213","Gluten-free Adult Cat Food, Turkey & Turkey",1.73,17.9|13.9|8.2
"PET7214","Wet Cat Food, Shrimp & Shrimp",0.94,7.5|6.1|4.8
"TOY7218","Power Hebrew Blocks",2.58,17.8|8.0|2.0
"PET7222","Wet Senior Cat Food, Chicken & Chicken",1.05,8.6|5.1|3.4
"PET7236","Dry Senior Cat Food, Salmon & Salmon",0.98,13.0|12.4|5.6
"PET7239","Rabbit",2.14,16.0|11.4|11.3
"PET7241","Wet Cat Food, Turkey & Turkey",1.10,15.4|4.8|4.2
"PET7245","Dry Senior Cat Food, Chicken & Chicken",1.04,10.6|8.4|4.6
"PET7253","Dry Adult Cat Food, Beef & Beef",0.99,16.7|4.1|1.2
"PET7254","Adult Mouse Food",0.46,18.8|6.4|5.6
"TOY7303","Marvel Train",16.52,18.7|12.7|11.6
"PET7305","Vegan Cat Food, Duck & Duck",1.65,14.9|14.5|13.7
"TOY7308","Electric Silly Bandz",3.17,17.9|17.5|9.0
"PET7309","Vegan Senior Cat Food, Chicken & Chicken",1.52,8.0|4.7|0.9
"PET7316","Gluten-free Cat Food, Beef & Beef",1.44,17.4|7.1|5.5
"PET7329","Dry Cat Food, Chicken & Chicken",0.93,12.8|10.4|3.5
"PET7346","Wet Adult Cat Food, Tuna & Tuna",0.84,19.9|6.1|0.4
"PET7360","Dry Cat Food, Pumpkin & Pumpkin",0.80,8.0|5.7|4.2
"PET7384","Gluten-free Cat Food, Chicken & Chicken",1.14,19.4|16.6|6.8
"PET7388","Vegan Senior Cat Food, Beef & Beef",1.42,17.4|7.7|7.5
"COL7389","Noah's Gift Box (yellow)",2.47,13.5|8.7|6.0
"TOY7389","Star Wars Board Game",25.77,8.8|8.2|0.3
"DLI7410","Broccoli Kugel",1.06,12.3|10.3|1.5
"PET7411","Wet Senior Cat Food, Salmon & Salmon",0.97,14.1|12.6|5.6
"PET7417","Gluten-free Cat Food, Shrimp & Shrimp",1.43,12.8|10.8|8.3
"PET7436","Vegan Cat Food, Shrimp & Shrimp",1.21,19.4|10.2|4.3
"PET7441","Gluten-free Senior Cat Food, Turkey & Turkey",1.48,19.4|18.5|12.5
"PET7443","Dry Adult Cat Food, Beef & Beef",1.09,19.5|10.9|2.4
"PET7448","Gluten-free Senior Cat Food, Duck & Duck",1.41,11.1|10.0|4.9
"TOY7449","Mini Yoyo",4.80,19.6|11.3|4.9
"PET7451","Gluten-free Senior Cat Food, Beef & Beef",1.62,19.7|14.9|7.3
"COL7454","Noah's Jersey (mauve)",8.19,19.1|18.2|3.5
"PET7455","Wet Adult Cat Food, Chicken & Chicken",0.97,19.0|2.9|1.4
"TOY7455","Transformers Board Game",18.86,19.2|9.8|9.0
"PET7460","Gluten-free Cat Food, Beef & Beef",1.49,12.2|8.6|5.0
"PET7463","Dry Senior Cat Food, Shrimp & Shrimp",1.05,19.5|6.9|5.9
"PET7484","Dry Senior Cat Food, Duck & Duck",1.18,11.0|5.0|4.2
"COL7484","Noah's Action Figure (red)",17.33,19.0|9.3|0.4
"TOY7490","Disney Doll",30.44,10.6|4.2|2.9
"TOY7498","Manual Doll",11.18,16.8|12.8|0.2
"PET7522","Wet Cat Food, Beef & Beef",1.02,15.7|10.7|3.9
"TOY7522","Ultra Crayons",2.37,19.2|17.7|14.0
"PET7526","Gluten-free Senior Cat Food, Salmon & Salmon",1.69,15.5|8.1|5.8
"PET7533","Senior Lizard Food",0.94,14.0|11.5|0.1
"BKY7535","Poppyseed Sufganiah",0.85,16.7|11.1|3.4
"PET7543","Vegan Senior Cat Food, Salmon & Salmon",1.44,16.9|14.3|7.0
"PET7547","Gluten-free Adult Cat Food, Tuna & Tuna",1.41,19.4|11.3|5.4
"PET7549","Vegan Adult Cat Food, Pumpkin & Pumpkin",1.53,10.8|9.5|5.5
"PET7551","Wet Senior Cat Food, Pumpkin & Pumpkin",1.08,17.0|11.0|4.3
"COL7568","Noah's Jersey (azure)",11.22,19.4|15.8|6.9
"TOY7586","Electric Stickers",1.27,14.7|7.2|6.9
"PET7604","Vegan Senior Cat Food, Chicken & Chicken",1.58,17.2|12.4|10.2
"DLI7616","Pickled Salmon Salad",1.11,7.9|6.9|1.3
"PET7618","Wet Adult Cat Food, Turkey & Turkey",1.08,9.5|7.9|4.4
"DLI7632","Pickled Cucumber Sandwich",1.04,14.6|0.6|0.4
"TOY7634","Mechanical Train",14.01,16.3|7.3|4.4
"PET7641","Gluten-free Senior Cat Food, Tuna & Tuna",1.59,10.5|6.8|3.0
"PET7652","Vegan Senior Cat Food, Salmon & Salmon",1.63,19.8|9.3|8.9
"PET7654","Vegan Senior Cat Food, Beef & Beef",1.23,17.8|9.1|2.4
"COL7663","Noah's Poster (white)",4.07,5.6|4.8|4.1
"PET7689","Wet Cat Food, Turkey & Turkey",0.88,12.6|12.1|6.2
"TOY7690","Disney Crayons",9.73,15.3|8.1|4.1
"PET7692","Wet Cat Food, Duck & Duck",1.06,12.6|10.4|8.0
"PET7715","Gluten-free Senior Cat Food, Beef & Beef",1.34,13.9|9.6|1.4
"COL7715","Noah's Bobblehead (magenta)",4.79,15.1|8.2|2.3
"BKY7716","Caraway Twist",1.12,12.9|9.4|6.7
"TOY7718","Mini Stickers",1.00,19.8|18.9|3.1
"PET7719","Gluten-free Adult Cat Food, Chicken & Chicken",1.41,17.8|10.1|4.9
"PET7725","Dry Cat Food, Chicken & Chicken",0.88,5.3|1.0|0.7
"DLI7727","Salted Whitefish Salad",1.08,13.8|1.8|1.3
"PET7731","Wet Senior Cat Food, Beef & Beef",1.02,12.5|3.4|1.5
"TOY7748","Star Wars Slinky",5.96,11.6|1.9|1.8
"PET7770","Wet Cat Food, Tuna & Tuna",1.06,17.3|8.7|3.6
"PET7785","Dry Adult Cat Food, Beef & Beef",1.01,17.3|8.7|6.2
"PET7787","Wet Senior Cat Food, Turkey & Turkey",0.92,8.8|7.4|4.8
"TOY7787","Lego Fidget Toy",1.14,9.4|8.5|4.0
"PET7789","Wet Cat Food, Pumpkin & Pumpkin",0.96,14.0|7.1|2.7
"PET7807","Gluten-free Cat Food, Shrimp & Shrimp",1.52,14.0|10.6|3.4
"PET7808","Gluten-free Adult Cat Food, Duck & Duck",1.49,19.9|18.3|12.5
"PET7811","Snake",0.89,15.7|15.0|10.5
"PET7812","Gluten-free Adult Cat Food, Pumpkin & Pumpkin",1.35,19.8|17.4|2.0
"PET7828","Dry Adult Cat Food, Tuna & Tuna",0.95,11.4|10.7|10.0
"TOY7828","Disney Board Game",47.62,18.3|16.1|1.4
"TOY7831","Handmade Fidget Toy",2.10,18.6|16.9|12.1
"PET7843","Gluten-free Senior Cat Food, Turkey & Turkey",1.27,15.3|14.8|8.7
"PET7858","Vegan Cat Food, Duck & Duck",1.51,19.4|12.8|10.9
"COL7866","Noah's Gift Box (white)",3.06,8.8|7.4|5.9
"PET7870","Vegan Adult Cat Food, Shrimp & Shrimp",1.85,17.7|16.9|3.5
"TOY7872","Electric Dreidel",3.64,18.4|7.9|3.3
"TOY7876","Manual Board Game",17.82,19.6|4.5|0.8
"PET7883","Dry Cat Food, Beef & Beef",0.95,14.3|5.4|5.0
"PET7890","Vegan Senior Cat Food, Salmon & Salmon",1.57,7.6|4.2|1.3
"PET7892","Gluten-free Cat Food, Duck & Duck",1.47,19.5|18.6|16.8
"TOY7892","Manual Hebrew Blocks",3.02,14.7|13.7|0.0
"PET7899","Gluten-free Cat Food, Shrimp & Shrimp",1.59,13.2|9.5|0.8
"DLI7904","Pickled Herring Sandwich",0.97,8.8|3.4|2.6
"PET7912","Wet Cat Food, Beef & Beef",1.02,4.1|2.2|2.1
"PET7925","Wet Adult Cat Food, Shrimp & Shrimp",1.09,17.6|13.8|9.2
"PET7932","Gluten-free Senior Cat Food, Chicken & Chicken",1.46,9.4|8.6|0.3
"TOY7932","Star Wars Toy Soldier",19.55,11.0|7.9|0.1
"PET7939","Dry Adult Cat Food, Shrimp & Shrimp",0.99,19.9|13.4|6.6
"PET7945","Vegan Cat Food, Shrimp & Shrimp",1.46,17.3|8.4|8.3
"PET7952","Wet Senior Cat Food, Beef & Beef",0.93,11.4|6.4|1.2
"COL7955","Noah's Action Figure (green)",12.96,8.8|6.8|1.5
"PET7957","Vegan Adult Cat Food, Turkey & Turkey",1.32,11.5|4.1|3.8
"TOY7967","Electric Board Game",16.36,13.3|12.8|8.8
"TOY7968","Lego Airplane",12.13,18.7|6.5|6.3
"PET7990","Gluten-free Senior Cat Food, Beef & Beef",1.19,19.6|19.3|0.0
"PET8005","Wet Cat Food, Pumpkin & Pumpkin",0.90,11.4|8.3|0.3
"PET8007","Vegan Adult Cat Food, Turkey & Turkey",1.50,19.6|14.5|13.7
"PET8022","Gluten-free Cat Food, Pumpkin & Pumpkin",1.39,18.1|7.6|2.0
"PET8041","Dry Cat Food, Tuna & Tuna",0.94,10.8|6.3|2.8
"PET8044","Wet Cat Food, Duck & Duck",1.03,17.6|10.5|5.5
"PET8064","Dry Cat Food, Pumpkin & Pumpkin",0.90,18.8|10.3|5.8
"PET8083","Gluten-free Adult Cat Food, Shrimp & Shrimp",1.51,12.1|9.4|5.4
"PET8085","Dog",0.99,14.7|13.2|6.4
"PET8087","Wet Cat Food, Tuna & Tuna",1.08,17.9|6.4|3.8
"COL8116","Noah's Jewelry (azure)",26.18,18.4|12.2|7.1
"PET8122","Vegan Adult Cat Food, Tuna & Tuna",1.48,11.3|11.2|4.6
"PET8129","Dry Adult Cat Food, Duck & Duck",1.03,18.7|14.4|2.7
"PET8130","Vegan Adult Cat Food, Beef & Beef",1.17,15.5|9.8|6.9
"TOY8141","Star Wars Dreidel",6.22,18.8|12.4|10.0
"PET8182","Vegan Senior Cat Food, Salmon & Salmon",1.28,10.5|2.5|2.2
"PET8189","Vegan Senior Cat Food, Turkey & Turkey",1.69,12.4|5.5|1.4
"PET8190","Vegan Adult Cat Food, Chicken & Chicken",1.68,16.7|16.1|6.1
"PET8207","Wet Cat Food, Salmon & Salmon",0.91,15.5|12.7|1.3
"TOY8209","Transformers Silly Bandz",3.64,12.9|9.8|7.4
"PET8216","Vegan Senior Cat Food, Shrimp & Shrimp",1.42,10.9|6.0|5.1
"PET8219","Vegan Senior Cat Food, Turkey & Turkey",1.74,19.3|10.0|4.9
"PET8244","Wet Cat Food, Shrimp & Shrimp",0.98,6.2|5.0|1.7
"TOY8244","Manual Crayons",2.98,16.8|12.4|5.7
"PET8263","Wet Cat Food, Shrimp & Shrimp",1.01,16.1|5.0|4.9
"PET8271","Gluten-free Senior Cat Food, Shrimp & Shrimp",1.52,8.1|7.4|1.6
"TOY8274","Marvel Fidget Toy",1.59,17.4|15.2|6.5
"TOY8287","Tonka Toy Soldier",9.35,18.3|18.1|15.9
"PET8299","Rat",0.45,18.1|15.3|14.9
"TOY8302","Ultra Airplane",11.09,18.4|14.5|13.9
"PET8303","Gluten-free Cat Food, Salmon & Salmon",1.30,19.4|11.9|8.8
"TOY8310","Toy Train",7.84,12.2|8.0|7.4
"PET8317","Wet Cat Food, Salmon & Salmon",0.83,19.3|16.9|11.5
"PET8325","Gluten-free Senior Cat Food, Beef & Beef",1.68,11.4|4.8|4.1
"TOY8330","Automatic Crayons",3.48,14.2|11.1|4.0
