sku,desc,wholesale_cost,dims_cm
"COL7410","Noah's Gift Box (mauve)",2.72,15.9|15.1|10.0
"HOM7410","Toy Timer (puce)",4.65,9.7|1.2|0.7
"HOM7419","Vintage Blender (azure)",65.85,20.0|11.7|7.3
"PET7424","Adult Bird Food",0.75,12.9|8.8|2.2
"HOM7443","Toy Crockpot",47.85,18.2|17.7|7.3
"HOM7444","Mini Crockpot (green)",71.51,12.8|12.0|9.1
"TOY7445","Manual Blocks",4.09,10.8|10.1|9.0
"HOM7455","Automatic Timer",7.47,14.2|11.8|5.1
"HOM7456","Vintage Timer (mauve)",12.53,16.8|16.3|0.5
"TOY7461","Disney Stickers",3.37,14.1|10.0|2.9
"TOY7480","Transformers Hebrew Blocks",4.33,17.2|17.0|14.4
"DLI7482","Dilled Beet Salad",0.91,12.0|11.9|2.2
"COL7486","Noah's Action Figure (white)",13.81,19.3|15.5|14.2
"CMP7487","Cellular Laptop",657.04,9.3|8.2|7.7
"HOM7489","Mini Blender",48.61,19.1|14.7|12.9
"HOM7496","Vintage Crockpot",104.46,19.8|14.9|2.2
"HOM7524","Mini Bicycle (white)",71.12,16.8|15.2|4.7
"HOM7525","Mini Radio (mauve)",21.50,7.1|7.0|6.5
"PET7558","Wet Adult Cat Food, Salmon & Salmon",0.79,18.0|15.7|3.7
"PET7564","Senior Hamster Food",0.47,5.0|3.6|2.3
"DLI7565","Coffee, Drip",1.42,16.6|7.4|7.4
"HOM7566","Vintage Bicycle (amber)",107.15,19.5|19.2|8.4
"HOM7575","Handmade Crockpot",126.54,20.0|17.7|11.2
"PET7582","Senior Snake Food",0.97,13.4|9.0|0.0
"TOY7616","Star Wars Board Game",25.09,17.3|5.2|1.1
"HOM7617","Vintage Mixer (magenta)",139.47,12.5|3.3|0.9
"TOY7622","Automatic Silly Bandz",2.62,17.7|2.3|0.4
"HOM7625","Vintage Crockpot (magenta)",86.85,19.0|18.1|6.8
"TOY7639","Disney Yoyo",15.57,15.2|6.7|6.1
"DLI7653","Dilled Egg Sandwich",1.08,17.3|8.2|4.8
"HOM7653","Vintage Timer (white)",7.95,16.7|16.7|5.8
"HOM7670","Toy Blender (orange)",38.03,18.9|18.5|0.2
"HOM7687","Mega Radio",18.71,11.1|9.6|7.9
"HOM7688","Handmade Machine",58.42,18.0|7.1|4.0
"TOY7702","Mega Yoyo",4.59,16.2|8.9|7.2
"BKY7704","Raspberry Babka",1.08,18.7|18.1|17.5
"HOM7704","Toy Crockpot (mauve)",46.93,17.8|15.2|2.6
"HOM7707","Vintage Machine (azure)",38.74,17.2|5.1|0.1
"HOM7716","Vintage Blender (orange)",78.76,15.2|11.4|10.7
"PET7723","Vegan Cat Food, Beef & Beef",1.48,19.7|18.4|12.5
"HOM7724","Mini Mixer (yellow)",104.80,19.8|15.7|1.6
"PET7728","Vegan Adult Cat Food, Tuna & Tuna",1.26,14.0|9.1|1.6
"HOM7736","Vintage Widget (yellow)",7.50,18.8|15.3|0.8
"HOM7742","Mini Bicycle (blue)",82.82,20.0|12.4|12.2
"PET7759","Dry Senior Cat Food, Turkey & Turkey",0.89,15.4|8.6|3.3
"TOY7772","Mechanical Blocks",3.45,18.3|12.5|4.2
"HOM7795","Toy Blender (azure)",36.39,10.6|7.9|5.3
"PET7801","Hamster",0.47,14.8|7.5|7.5
"HOM7801","Vintage Widget (magenta)",7.94,19.0|15.9|14.1
"TOY7809","Electric Slinky",3.35,18.8|1.4|1.3
"HOM7814","Vintage Mixer (purple)",156.87,14.2|13.0|12.9
"HOM7818","Super Widget",4.47,19.3|9.5|6.8
"HOM7820","Vintage Timer (azure)",9.63,19.5|17.7|0.1
"HOM7843","Mini Toaster (blue)",23.26,17.3|16.9|10.7
"PET7850","Vegan Cat Food, Chicken & Chicken",1.55,16.1|8.5|6.7
"PET7862","Lizard",0.84,14.7|12.5|9.1
"TOY7867","Lego Dreidel",3.56,17.0|1.4|1.3
"TOY7868","Super Slinky",3.11,14.7|8.3|3.3
"TOY7877","Marvel Crayons",5.24,12.9|11.6|9.8
"DLI7879","Dilled Herring Salad",1.04,8.9|2.4|0.6
"HOM7882","Toy Bicycle (magenta)",52.20,15.7|15.5|11.1
"HOM7886","Mini Mixer (amber)",102.39,15.1|1.8|1.2
"PET7892","Wet Adult Cat Food, Turkey & Turkey",1.02,17.7|11.0|8.8
"TOY7902","Transformers Train",16.01,16.8|6.3|1.9
"HOM7902","Toy Radio",14.56,16.6|10.1|3.8
"CMP7917","Wireless Router",78.57,9.5|7.5|5.7
"HOM7920","Toy Widget (white)",3.44,19.3|10.8|2.6
"TOY7930","Lego Silly Bandz",3.02,9.0|8.1|7.2
"HOM7933","Mini Bicycle (green)",81.82,18.9|3.9|1.3
"HOM7939","Vintage Crockpot (amber)",106.44,9.3|7.7|2.4
"PET7942","Gluten-free Adult Cat Food, Chicken & Chicken",1.40,17.1|0.8|0.4
"HOM7953","Vintage Blender (yellow)",79.64,20.0|15.8|9.5
"DLI7955","Salted Egg Sandwich",0.91,17.7|14.9|8.2
"HOM7960","Vintage Radio (white)",27.58,19.8|13.5|7.5
"TOY7978","Ultra Dreidel",3.42,15.6|9.1|4.0
"COL7989","Noah's Lunchbox (blue)",10.23,18.9|9.4|1.8
"HOM7997","Electric Crockpot",74.65,10.2|9.6|1.2
"HOM8000","Mini Widget (red)",4.81,18.1|7.1|1.7
"HOM8017","Vintage Mixer (yellow)",129.15,18.4|17.4|3.0
"HOM8026","Toy Bicycle (mauve)",50.30,6.6|2.8|0.3
"HOM8029","Toy Mixer (azure)",54.92,14.3|12.4|3.1
"TOY8051","Power Slinky",2.98,13.6|10.8|9.0
"HOM8053","Manual Timer",5.98,19.2|18.1|5.1
"HOM8056","Toy Toaster (mauve)",15.03,10.3|10.0|1.1
"TOY8072","Super Doll",10.15,19.8|19.6|15.1
"HOM8074","Toy Timer (red)",4.51,20.0|15.2|10.7
"HOM8079","Mini Machine (purple)",29.60,19.5|16.2|15.6
"DLI8083","Dilled Salmon Sandwich",0.85,13.6|9.5|8.2
"DLI8125","Smoked Salmon Salad",1.04,6.3|4.2|0.8
"PET8130","Vegan Senior Cat Food, Chicken & Chicken",1.56,17.4|4.4|3.5
"HOM8133","Vintage Mixer (white)",167.91,19.2|8.1|2.8
"HOM8151","Vintage Blender",74.00,18.4|13.3|9.5
"TOY8152","Noah's Crayons",3.17,17.8|16.7|15.3
"HOM8156","Handmade Radio (red)",40.47,14.1|13.4|4.6
"TOY8170","Mechanical Silly Bandz",3.27,17.8|11.8|7.4
"HOM8170","Toy Toaster (white)",14.74,13.5|8.2|2.8
"COL8172","Noah's Jewelry (puce)",29.27,18.5|6.4|1.0
"HOM8194","Toy Mixer (green)",58.37,17.1|15.6|3.3
"PET8199","Vegan Senior Cat Food, Duck & Duck",1.51,17.6|14.3|7.2
"HOM8201","Mega Timer",7.01,16.0|5.6|2.2
"TOY8221","Disney Board Game",53.14,17.3|16.9|12.7
"HOM8246","Super Radio",18.41,15.1|11.6|3.9
"TOY8248","Mini Yoyo",5.04,11.8|3.1|1.1
"DLI8271","Dilled Egg Salad",1.12,17.9|16.6|7.9
"TOY8309","Mini Hebrew Blocks",3.28,12.1|10.2|1.9
"TOY8340","Electric Board Game",15.29,14.2|7.7|3.4
"COL8344","Noah's Lunchbox (magenta)",8.25,19.7|13.8|7.0
"HOM8365","Handmade Machine (azure)",55.15,13.1|12.0|9.0
"PET8366","Gluten-free Senior Cat Food, Duck & Duck",1.40,17.2|15.6|14.3
"BKY8370","Sesame Puff",0.92,17.7|13.3|3.2
"HOM8376","Toy Bicycle (red)",57.25,10.2|4.0|0.0
"PET8392","Dry Senior Cat Food, Beef & Beef",0.97,18.0|13.2|4.3
"PET8409","Dry Cat Food, Shrimp & Shrimp",1.09,19.7|12.3|9.0
"HOM8427","Mini Bicycle (yellow)",72.62,9.9|5.2|0.1
"TOY8434","Automatic Ball",3.60,9.5|8.8|4.9
"HOM8434","Vintage Widget (green)",8.03,8.0|4.1|3.0
"HOM8443","Handmade Timer",13.26,18.7|18.6|11.9
"BKY8445","Poppyseed Hamentash",0.96,12.3|9.1|6.1
"CMP8454","Bluetooth Webcam",34.05,15.1|12.0|6.0
"HOM8476","Toy Widget (yellow)",3.72,19.9|10.5|1.8
"HOM8479","Vintage Machine (amber)",47.47,16.2|13.9|6.8
"TOY8482","Power Doll",11.87,13.3|7.6|4.0
"HOM8485","Vintage Timer (green)",9.85,9.3|6.9|6.7
"HOM8495","Vintage Crockpot (green)",96.94,11.6|5.7|0.1
"CMP8515","Network Monitor",146.01,15.2|13.2|7.2
"TOY8520","Noah's Toy Soldier",8.79,19.5|13.0|7.3
"HOM8527","Mini Crockpot (yellow)",68.10,19.2|3.3|2.3
"CMP8559","Cellular Phone",279.06,14.8|6.9|3.1
"TOY8560","Disney Dreidel",10.27,14.6|11.8|9.6
"TOY8564","Automatic Slinky",3.22,19.2|16.7|10.4
"TOY8575","Super Train",13.16,19.8|17.6|7.7
"HOM8586","Toy Machine (mauve)",22.34,17.2|14.2|11.3
"HOM8588","Mini Mixer (green)",93.94,12.1|10.4|1.7
"TOY8589","Manual Doll",11.16,14.0|10.4|6.6
"HOM8604","Mini Bicycle (purple)",74.39,5.9|5.1|4.3
"PET8608","Bird",0.76,17.1|17.1|8.5
"COL8611","Noah's Jewelry (orange)",29.55,12.4|7.6|6.7
"COL8624","Noah's Gift Box (azure)",3.41,14.6|5.1|2.3
"HOM8631","Mini Widget (magenta)",5.19,18.9|15.1|1.8
"DLI8637","Broccoli Latke",1.01,13.1|10.6|8.8
"PET8642","Gluten-free Senior Cat Food, Pumpkin & Pumpkin",1.49,12.1|7.6|5.3
"HOM8654","Vintage Blender (puce)",75.36,16.1|15.0|1.3
"TOY8656","Manual Fidget Toy",0.90,16.5|15.9|7.0
"PET8663","Vegan Adult Cat Food, Salmon & Salmon",1.57,13.3|6.6|0.0
"HOM8674","Mini Crockpot (blue)",75.14,12.3|6.1|2.5
"TOY8684","Marvel Slinky",4.47,16.9|8.5|3.6
"DLI8686","Salted Herring Salad",0.90,16.7|9.7|2.7
"HOM8697","Mini Bicycle (orange)",83.24,15.9|6.8|5.7
"HOM8752","Mega Machine",33.13,14.3|12.7|12.1
"HOM8754","Toy Toaster (amber)",13.88,17.7|17.5|13.7
"TOY8761","Star Wars Hebrew Blocks",4.91,19.6|12.1|4.8
"HOM8765","Vintage Machine (orange)",42.62,19.7|5.4|4.5
"TOY8775","Jigsaw Puzzle (Moses and the Burning Bush)",2.10,7.4|1.7|1.7
"PET8777","Gluten-free Adult Cat Food, Turkey & Turkey",1.37,6.1|3.5|1.7
"TOY8793","Handmade Silly Bandz",4.95,9.2|5.0|4.9
"COL8794","Noah's Gift Box (orange)",3.40,16.6|12.3|0.5
"PET8796","Wet Adult Cat Food, Tuna & Tuna",1.04,16.2|7.7|6.4
"TOY8810","Noah's Silly Bandz",3.12,14.4|10.9|8.7
"TOY8814","Toy Board Game",9.05,18.6|3.1|2.2
"HOM8826","Vintage Bicycle (mauve)",146.17,18.2|14.2|13.9
"DLI8835","Kasha Kugel",0.99,16.0|14.9|10.5
"TOY8852","Vintage Board Game",26.09,14.6|10.8|7.3
"HOM8857","Mini Crockpot (purple)",63.15,14.1|3.9|1.5
"COL8859","Noah's Action Figure (purple)",15.18,19.4|14.1|11.0
"TOY8868","Marvel Hebrew Blocks",5.00,17.9|8.8|1.9
"COL8880","Noah's Jewelry (purple)",27.43,10.0|9.2|5.3
"HOM8885","Toy Machine (amber)",19.99,5.5|0.5|0.1
"TOY8888","Super Ball",3.66,4.4|4.3|3.2
"HOM8908","Mechanical Blender",50.88,14.5|7.5|4.6
"TOY8909","Super Fidget Toy",1.20,16.0|15.9|5.7
"HOM8926","Electric Blender",62.10,14.4|8.8|7.0
"TOY8928","Mega Dreidel",3.05,16.1|6.6|4.7
"PET8933","Vegan Senior Cat Food, Turkey & Turkey",1.45,19.0|12.0|11.7
"CMP8933","Womens Printer",125.84,16.9|2.9|2.5
"PET8936","Senior Lizard Food",0.85,13.3|12.8|6.3
"TOY8938","Toy Train",8.37,17.8|17.2|11.6
"COL8941","Noah's Poster (purple)",3.72,14.5|11.3|2.3
"DLI8942","Smoked Beet Salad",0.97,13.7|12.2|8.9
"CMP8942","Wireless Keyboard",60.64,18.5|16.8|8.4
"PET8948","Snake",1.04,16.9|2.2|0.3
"TOY8952","Transformers Dreidel",3.87,18.5|7.2|4.6
"PET8976","Senior Rabbit Food",1.98,18.6|17.0|8.6
"TOY8981","Mechanical Toy Soldier",10.30,5.6|3.0|2.0
"PET8988","Hedgehog Food",0.80,20.0|6.7|3.2
"TOY9000","Lego Crayons",4.23,13.3|2.1|0.8
"HOM9003","Vintage Toaster (amber)",28.51,18.4|15.1|7.2
"COL9005","Noah's Jewelry (magenta)",33.49,15.6|13.2|4.4
"HOM9005","Mini Blender (amber)",50.41,18.3|12.3|7.1
"TOY9011","Marvel Blocks",5.86,18.1|17.4|7.6
"PET9015","Adult Fish Food",0.80,13.9|9.4|0.2
"HOM9016","Super Blender",45.59,19.4|12.8|9.4
"TOY9017","Mega Doll",9.79,12.0|1.1|0.9
"TOY9023","Tonka Ball",2.78,8.6|6.4|4.2
"HOM9039","Vintage Mixer (azure)",151.49,16.7|4.6|0.8
"HOM9040","Power Toaster",19.91,13.2|12.8|8.6
"PET9042","Dry Adult Cat Food, Shrimp & Shrimp",1.00,16.8|12.7|3.0
"HOM9053","Ultra Crockpot",66.96,19.6|15.6|7.3
"TOY9059","Disney Airplane",37.15,17.9|15.5|10.9
"HOM9071","Toy Timer (purple)",4.82,15.6|9.0|1.2
"HOM9075","Handmade Machine (purple)",62.45,11.1|6.3|0.7
"TOY9077","Marvel Ball",5.30,12.2|5.0|1.3
"HOM9082","Toy Toaster (magenta)",12.54,10.6|8.3|0.3
"HOM9107","Mini Toaster (azure)",21.19,16.2|6.1|0.5
"PET9115","Dog Food",0.82,15.3|7.2|1.5
"DLI9116","Smoked Cabbage Salad",0.82,8.3|5.2|3.1
"TOY9139","Ultra Fidget Toy",1.07,16.6|8.3|2.6
"COL9150","Noah's Bobblehead (blue)",3.90,18.9|4.5|1.3
"TOY9152","Ultra Slinky",2.94,12.8|11.6|1.0
"HOM9152","Mini Timer (blue)",7.68,9.2|9.0|0.9
"TOY9153","Automatic Fidget Toy",1.06,8.8|7.6|3.5
"BKY9158","Poppyseed Rugelach",1.03,18.2|17.5|10.9
"HOM9187","Vintage Toaster (magenta)",29.45,19.4|14.1|8.1
"HOM9189","Mini Timer (azure)",7.08,6.9|2.8|1.1
"TOY9195","Vintage Dreidel",4.58,7.1|3.7|1.6
"HOM9200","Toy Mixer (blue)",65.93,18.1|14.7|6.8
"DLI9201","Pickled Cabbage Sandwich",1.12,9.3|3.0|2.8
"BKY9228","Poppyseed Sufganiah",1.22,16.0|11.0|8.0
"HOM9235","Toy Mixer (purple)",70.04,19.1|6.1|3.6
"COL9236","Noah's Jewelry (azure)",26.60,19.6|6.6|5.6
"COL9268","Noah's Poster (mauve)",3.14,15.3|15.1|3.6
"HOM9286","Vintage Crockpot (puce)",84.98,11.9|6.4|0.4
"HOM9292","Vintage Mixer",132.54,10.1|9.2|4.6
"TOY9308","Mechanical Yoyo",5.16,7.6|7.6|2.6
"HOM9308","Vintage Crockpot (mauve)",99.25,19.3|9.2|1.8
"CMP9309","Womens Camera",100.28,10.2|3.9|3.4
"HOM9309","Handmade Machine (red)",56.11,16.0|13.9|1.7
"TOY9314","Electric Ball",2.86,17.4|8.3|3.5
"HOM9314","Automatic Mixer",105.91,18.5|11.0|6.8
"TOY9318","Transformers Board Game",19.37,16.3|15.7|10.9
"TOY9319","Marvel Dreidel",4.67,14.1|12.9|0.8
"TOY9323","Tonka Train",8.23,11.6|10.0|1.7
"DLI9327","Salted Salmon Sandwich",0.93,11.5|8.5|7.8
"BKY9336","Poppyseed Babka",0.93,18.8|16.4|9.3
"HOM9346","Mini Timer (white)",7.21,16.7|10.4|2.5
"CMP9363","Wireless Modem",72.25,19.4|18.9|0.5
"TOY9364","Tonka Fidget Toy",1.03,10.0|8.8|7.8
"HOM9372","Toy Widget (mauve)",3.74,14.8|6.9|5.2
"DLI9395","Pickled Egg Salad",0.95,17.6|8.8|7.5
"HOM9399","Toy Bicycle (yellow)",55.78,17.6|12.9|10.4
"HOM9400","Toy Blender (green)",33.69,18.5|5.2|4.0
"TOY9435","Tonka Board Game",17.25,6.3|1.5|0.4
"TOY9445","Automatic Yoyo",5.11,15.1|8.4|2.7
"HOM9475","Power Mixer",100.42,16.1|12.9|3.3
"HOM9476","Toy Widget (magenta)",3.72,15.0|14.4|3.2
"COL9483","Noah's Bobblehead (mauve)",5.49,18.6|17.8|17.4
"DLI9551","Smoked Whitefish Sandwich",0.81,7.6|4.6|3.6
"HOM9551","Toy Machine (purple)",23.13,14.4|3.2|3.1
"PET9555","Cat Food",1.17,17.5|10.7|2.6
"TOY9561","Handmade Doll",18.38,15.8|7.7|7.1
"COL9571","Noah's Lunchbox (azure)",9.92,17.3|15.0|6.0
"COL9592","Noah's Jewelry (mauve)",26.06,16.9|14.6|14.2
"HOM9597","Power Crockpot",64.62,15.7|12.6|9.3
"TOY9603","Toy Hebrew Blocks",2.27,19.9|4.0|1.1
"PET9625","Dry Senior Cat Food, Chicken & Chicken",1.02,18.9|8.6|4.7
"HOM9629","Power Bicycle",72.18,15.3|12.1|11.6
"TOY9633","Super Hebrew Blocks",3.14,15.8|6.7|1.2
"DLI9640","Kasha Seitan Meatball",1.00,12.1|1.5|0.2
"TOY9648","Disney Toy Soldier",24.64,8.3|7.7|3.1
"TOY9689","Star Wars Airplane",22.55,18.2|14.7|10.9
"TOY9719","Marvel Airplane",14.04,19.0|13.7|11.4
"PET9729","Adult Snake Food",1.12,15.5|15.3|10.1
"PET9750","Vegan Senior Cat Food, Shrimp & Shrimp",1.44,18.2|15.0|8.3
"PET9754","Gluten-free Cat Food, Beef & Beef",1.51,18.9|10.6|1.6
"HOM9756","Vintage Toaster (yellow)",29.45,12.6|6.1|3.5
"HOM9761","Power Machine",34.23,7.6|3.4|2.7
"HOM9774","Power Timer",7.92,20.0|5.9|1.3
"HOM9777","Mini Widget (white)",4.95,15.7|15.2|1.0
"TOY9810","Toy Slinky",2.05,18.6|17.1|15.1
"TOY9813","Disney Crayons",7.73,11.8|10.8|8.9
"PET9815","Hamster Food",0.47,19.1|14.4|2.7
"HOM9819","Mini Machine (puce)",29.60,18.3|10.1|5.9
"HOM9840","Vintage Blender (green)",72.46,18.4|12.8|5.8
"HOM9846","Handmade Mixer",185.53,18.4|12.1|11.4
"DLI9861","Pickled Cucumber Sandwich",1.15,11.4|6.5|5.2
"PET9863","Gluten-free Adult Cat Food, Duck & Duck",1.81,15.8|8.1|7.0
"TOY9874","Tonka Dreidel",2.87,15.6|14.9|0.7
"TOY9885","Noah's Board Game",15.48,18.3|17.1|4.1
"PET9887","Wet Senior Cat Food, Beef & Beef",1.02,8.3|6.3|5.0
"HOM9899","Mini Machine (green)",30.13,19.4|17.4|10.9
"TOY9904","Mini Dreidel",3.41,6.4|1.5|1.2
"TOY9912","Star Wars Train",20.42,13.6|4.3|1.5
"HOM9920","Vintage Bicycle (orange)",113.38,17.9|7.4|0.3
"TOY9923","Lego Toy Soldier",13.44,12.7|11.2|7.9
"TOY9941","Mini Airplane",12.07,16.7|4.5|4.3
"TOY9947","Marvel Toy Soldier",16.01,17.3|14.5|1.8
"DLI9950","Pickled Herring Salad",1.08,17.3|8.5|5.1
"PET9954","Vegan Cat Food, Turkey & Turkey",1.64,13.5|4.2|2.0
"TOY9970","Electric Train",11.37,15.6|3.0|0.7
"PET9985","Dry Cat Food, Pumpkin & Pumpkin",1.01,15.7|2.5|2.2
"TOY9997","Noah's Ball",3.08,15.9|9.2|1.5
"HOM9997","Handmade Machine (mauve)",59.77,16.8|10.7|10.3
